Volcano Name,Country,Volcanic Region,Volcanic Province,Volcano Landform,Primary Volcano Type,Activity Evidence,Last Known Eruption,Latitude,Longitude,Elevation (m),Tectonic Setting,Dominant Rock Type
Manuk,Indonesia,Sunda-Banda Volcanic Regions,Inner Banda Volcanic Arc,Composite,Stratovolcano,Unrest / Holocene,Unknown,-5.543,130.303,257,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Banda Api,Indonesia,Sunda-Banda Volcanic Regions,Inner Banda Volcanic Arc,Composite,Caldera,Eruption Observed,1988 CE,-4.523,129.881,596,Subduction zone / Oceanic crust (< 15 km),Dacite
Colo,Indonesia,Western Pacific Volcanic Regions,Sangihe Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1983 CE,-0.162,121.601,404,Subduction zone / Continental crust (>25 km),Trachyandesite / Basaltic Trachyandesite
Ambang,Indonesia,Western Pacific Volcanic Regions,Sangihe Volcanic Arc,Composite,Complex,Eruption Observed,2005 CE,0.75,124.42,1795,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Soputan,Indonesia,Western Pacific Volcanic Regions,Sangihe Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2020 CE,1.112,124.737,1785,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Lokon-Empung,Indonesia,Western Pacific Volcanic Regions,Sangihe Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,2015 CE,1.358,124.792,1580,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
Mahawu,Indonesia,Western Pacific Volcanic Regions,Sangihe Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1977 CE,1.352,124.865,1299,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Klabat,Indonesia,Western Pacific Volcanic Regions,Sangihe Volcanic Arc,Composite,Stratovolcano,Unrest / Holocene,Unknown,1.454,125.031,1968,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Tangkoko-Duasudara,Indonesia,Western Pacific Volcanic Regions,Sangihe Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1880 CE,1.518,125.185,1334,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Ruang,Indonesia,Western Pacific Volcanic Regions,Sangihe Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2024 CE,2.3,125.37,725,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Karangetang,Indonesia,Western Pacific Volcanic Regions,Sangihe Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2023 CE,2.781,125.407,1797,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Banua Wuhu,Indonesia,Western Pacific Volcanic Regions,Sangihe Volcanic Arc,Composite,Complex,Eruption Observed,1919 CE,3.138,125.491,-5,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Awu,Indonesia,Western Pacific Volcanic Regions,Sangihe Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2004 CE,3.689,125.447,1318,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Tarakan,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Minor (Basaltic),Pyroclastic cone(s),Evidence Credible,Unknown,1.832,127.825,317,Subduction zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Dukono,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Complex,Eruption Observed,2024 CE,1.6992,127.8783,1273,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Tobaru,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,1.63,127.67,1035,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Ibu,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2024 CE,1.488,127.63,1325,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Gamkonora,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2007 CE,1.38,127.53,1635,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Todoko-Ranu,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Caldera(s),Evidence Credible,Unknown,1.2389,127.4556,979,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Jailolo,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,1.08,127.439,993,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Hiri,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,0.9,127.32,630,Subduction zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Gamalama,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,2018 CE,0.81,127.3322,1714,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Kie Matubu,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Stratovolcano,Eruption Dated,1210 CE,0.6623,127.4029,1713,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Mare,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,0.57,127.4,308,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Moti,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,0.454,127.411,927,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Kie Besi,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1988 CE,0.32,127.4,1357,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Tigalalu,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,0.07,127.42,422,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Amasing,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Stratovolcano(es),Evidence Credible,Unknown,-0.5249,127.4956,1006,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Bibinoi,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Stratovolcano(es),Evidence Credible,Unknown,-0.761,127.725,932,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Balut,Philippines,Western Pacific Volcanic Regions,Cotabato Volcanic Arc,Composite,Stratovolcano,Unrest / Holocene,Unknown,5.398,125.376,840,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Melebingoy,Philippines,Western Pacific Volcanic Regions,Cotabato Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1641 CE,6.113,124.892,1824,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Matutum,Philippines,Western Pacific Volcanic Regions,Cotabato Volcanic Arc,Composite,Stratovolcano,Eruption Dated,1290 CE,6.3604,125.0765,2262,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Apo,Philippines,Western Pacific Volcanic Regions,Cotabato Volcanic Arc,Composite,Stratovolcano,Unrest / Holocene,Unknown,6.989,125.269,2938,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Leonard Range,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Cluster,Stratovolcano,Eruption Dated,80 CE,7.382,126.047,1080,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Makaturing,Philippines,Western Pacific Volcanic Regions,Cotabato Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1882 CE,7.644,124.317,1818,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
Ragang,Philippines,Western Pacific Volcanic Regions,Cotabato Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1916 CE,7.691,124.507,2790,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
Kalatungan,Philippines,Western Pacific Volcanic Regions,Cotabato Volcanic Arc,Composite,Stratovolcano,Evidence Uncertain,Unknown,7.95,124.8,2824,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
Musuan,Philippines,Western Pacific Volcanic Regions,Cotabato Volcanic Arc,Minor (Silicic),Lava dome,Evidence Uncertain,Unknown,7.8765,125.0697,610,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Malindang,Philippines,Western Pacific Volcanic Regions,Negros-Sulu Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,8.22,123.63,2404,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
Camiguin,Philippines,Western Pacific Volcanic Regions,Cotabato Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1953 CE,9.203,124.673,1552,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Kanlaon,Philippines,Western Pacific Volcanic Regions,Negros-Sulu Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2024 CE,10.4096,123.13,2422,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Cabalían,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Composite,Stratovolcano,Eruption Dated,1820 CE,10.285,125.218,912,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Biliran,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Composite,Compound,Eruption Observed,1939 CE,11.523,124.535,1301,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Bulusan,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,2022 CE,12.769,124.056,1535,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Pocdol Mountains,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Composite,Compound,Unrest / Holocene,Unknown,13.05,123.958,1102,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Mayon,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2024 CE,13.257,123.685,2462,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Masaraga,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,13.3099,123.5978,1294,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Iriga,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,13.458,123.451,1138,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Isarog,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Composite,Stratovolcano,Eruption Dated,3500 BCE,13.658,123.38,1966,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Malindig,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,13.24,122.018,1157,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Banahaw,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Complex,Evidence Credible,Unknown,14.07,121.48,2158,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
San Pablo Volcanic Field,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Cluster,Volcanic field,Eruption Dated,1350 CE,14.12,121.3,1090,Subduction zone / Continental crust (>25 km),Trachyandesite / Basaltic Trachyandesite
Taal,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Caldera,Caldera,Eruption Observed,2024 CE,14.0106,120.9975,311,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Laguna Caldera,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Caldera,Caldera,Unrest / Holocene,Unknown,14.42,121.27,743,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Pinatubo,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2021 CE,15.13,120.35,1486,Subduction zone / Continental crust (>25 km),Dacite
Patoc,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Stratovolcano,Unrest / Holocene,Unknown,17.147,120.98,1865,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Ambalatungan Group,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Compound,Unrest / Holocene,Unknown,17.32,121.1,2329,Subduction zone / Continental crust (>25 km),Dacite
Cagua,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1860 CE,18.222,122.123,1133,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Camiguin de Babuyanes,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1857 CE,18.83,121.86,712,Subduction zone / Crustal thickness unknown,Andesite / Basaltic Andesite
Didicas,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Compound,Eruption Observed,1978 CE,19.077,122.202,228,Subduction zone / Crustal thickness unknown,Andesite / Basaltic Andesite
Babuyan Claro,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1924 CE,19.524,121.95,1064,Subduction zone / Crustal thickness unknown,Andesite / Basaltic Andesite
Iraya,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1454 CE,20.469,122.01,1009,Subduction zone / Crustal thickness unknown,Andesite / Basaltic Andesite
Hainan Volcanic Field,China,Eastern Asia Volcanic Regions,Southeast Asia Volcanic Province,Cluster,Volcanic field,Eruption Observed,1933 CE,19.905,110.229,196,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
Ly Son Group,Vietnam,Eastern Asia Volcanic Regions,Southeast Asia Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,15.38,109.12,157,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
"Cendres, Ile des",Vietnam,Eastern Asia Volcanic Regions,Southeast Asia Volcanic Province,Cluster,Volcanic field,Eruption Observed,1923 CE,10.158,109.014,-20,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
Popa,Burma (Myanmar),Eastern Asia Volcanic Regions,Southeast Asia Volcanic Province,Composite,Stratovolcano,Eruption Dated,6050 BCE,20.92,95.25,1518,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
Tengchong,China,Eastern Asia Volcanic Regions,Southeast Asia Volcanic Province,Cluster,Volcanic field,Eruption Dated,5750 BCE,25.23,98.5,2865,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
Kueishantao,Taiwan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1853 CE,24.841,121.953,361,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Tatun Volcanic Group,Taiwan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Cluster,Lava dome(s),Eruption Dated,648 CE,25.178,121.553,1120,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Submarine Volcano NNE of Iriomotejima,Japan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1924 CE,24.57,123.93,-200,Subduction zone / Oceanic crust (< 15 km),Rhyolite
Io-Torishima,Japan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Composite,Complex,Eruption Observed,1968 CE,27.881,128.223,212,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Yokoatejima,Japan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1835 CE,28.797,128.997,495,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Akusekijima,Japan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Composite,Stratovolcano(es),Evidence Uncertain,Unknown,29.465,129.594,555,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Suwanosejima,Japan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,2024 CE,29.638,129.714,796,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Nakanoshima,Japan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1914 CE,29.859,129.857,979,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Kuchinoshima,Japan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Composite,Stratovolcano(es),Eruption Dated,1190 CE,29.968,129.926,628,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Kuchinoerabujima,Japan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,2020 CE,30.443,130.217,657,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Kikai,Japan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Caldera,Caldera,Eruption Observed,2020 CE,30.793,130.305,704,Subduction zone / Oceanic crust (< 15 km),Rhyolite
Ata,Japan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Caldera,Caldera(s),Eruption Observed,885 CE,31.22,130.57,924,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Aira,Japan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Caldera,Caldera,Eruption Observed,2024 CE,31.5772,130.6589,1117,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Yonemaru-Sumiyoshiike,Japan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Minor (Basaltic),Maar(s),Eruption Dated,6200 BCE,31.771,130.592,40,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
Kirishimayama,Japan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Shield,Shield,Eruption Observed,2018 CE,31.934,130.862,1700,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Fukue,Japan,Western Pacific Volcanic Regions,Nankai Volcanic Arc,Cluster,Volcanic field,Eruption Dated,400 BCE,32.657,128.849,315,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
Unzendake,Japan,Western Pacific Volcanic Regions,Nankai Volcanic Arc,Composite,Complex,Eruption Observed,1996 CE,32.761,130.299,1483,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Asosan,Japan,Western Pacific Volcanic Regions,Nankai Volcanic Arc,Caldera,Caldera,Eruption Observed,2021 CE,32.8849,131.085,1592,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Kujusan,Japan,Western Pacific Volcanic Regions,Nankai Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1996 CE,33.086,131.249,1791,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Yufu-Tsurumi,Japan,Western Pacific Volcanic Regions,Nankai Volcanic Arc,Composite,Lava dome(s),Eruption Observed,867 CE,33.282,131.39,1584,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Abu,Japan,Western Pacific Volcanic Regions,Nankai Volcanic Arc,Cluster,Volcanic field,Eruption Dated,6850 BCE,34.4833,131.5167,641,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Sanbesan,Japan,Western Pacific Volcanic Regions,Nankai Volcanic Arc,Composite,Stratovolcano,Eruption Dated,650 CE,35.141,132.622,1126,Subduction zone / Continental crust (>25 km),Dacite
